TITRE,Date de diffusion,Chaîne,Nationalité,Téléspectateurs (en millions),Part d'audience (en %),Jour,Vacances scolaires
KINGDOM OF HEAVEN,2022-06-29,NRJ12,Europe,0.702,3.9,Wednesday,non
LE PRIX A PAYER,2022-07-19,NRJ12,France,0.636,3.4,Tuesday,oui
LES PLEINS POUVOIRS,2022-04-07,Chérie 25,Etats-Unis,1.065,4.9,Thursday,non
CREANCE DE SANG,2022-04-21,Chérie 25,Etats-Unis,0.923,4.3,Thursday,oui
JUGE COUPABLE,2022-04-14,Chérie 25,Etats-Unis,0.902,4.4,Thursday,oui
ARBITRAGE,2022-10-13,Chérie 25,Etats-Unis,0.87,4.5,Thursday,non
LE PIC DE DANTE,2022-11-03,Chérie 25,Etats-Unis,0.863,4.3,Thursday,oui
AU NOM DE MA FILLE,2022-11-17,Chérie 25,France,0.827,4.0,Thursday,non
ROBIN DES BOIS PRINCE DES VOLEURS,2022-09-29,Chérie 25,Europe,0.764,4.3,Thursday,non
LE MAJORDOME,2022-02-17,Chérie 25,Etats-Unis,0.667,3.2,Thursday,oui
EFFETS SECONDAIRES,2022-12-15,Chérie 25,Etats-Unis,0.609,3.1,Thursday,non
BONE COLLECTOR,2022-10-06,Chérie 25,Etats-Unis,0.581,3.0,Thursday,non
SIERRA TORRIDE,2022-11-20,Arte,Etats-Unis,1.894,8.6,Sunday,non
L'EPREUVE DE FORCE,2022-02-13,Arte,Etats-Unis,1.68,7.5,Sunday,oui
ALICE ET LE MAIRE,2022-04-27,Arte,France,1.614,7.0,Wednesday,non
LE MYSTERE DE LA CHAMBRE JAUNE,2022-01-19,Arte,France,1.612,7.5,Wednesday,non
ROUBAIX UNE LUMIERE,2022-10-17,Arte,France,1.608,6.7,Monday,non
LES 3 JOURS DU CONDOR,2022-12-04,Arte,Etats-Unis,1.599,7.1,Sunday,non
LE BOSSU,2022-12-28,Arte,France,1.509,7.4,Wednesday,oui
LA FILLE COUPEE EN DEUX,2022-02-02,Arte,France,1.505,6.8,Wednesday,non
POUR UNE FEMME,2022-11-30,Arte,France,1.49,6.6,Wednesday,non
L'HOMME DES HAUTES PLAINES,2022-08-28,Arte,Etats-Unis,1.48,7.5,Sunday,oui
ANTOINETTE DANS LES CEVENNES,2023-05-21,France 2,FRANCE,5.758382,27.5,Sunday,non
BOITE NOIRE,2023-11-19,France 2,FRANCE,5.523346,26.6,Sunday,non
LES VETOS,2023-02-19,France 2,FRANCE,4.6575,22.0,Sunday,oui
LA DARONNE,2023-03-19,France 2,FRANCE,4.1975,20.0,Sunday,non
LES AVENTURES DE RABBI JACOB,2023-10-22,France 2,FRANCE,4.054371,17.9,Sunday,oui
MOURIR PEUT ATTENDRE,2023-12-10,France 2,GRANDE BRETAGNE / ETATS UNIS,3.936853,21.2,Sunday,non
BAC NORD,2023-09-03,France 2,FRANCE,3.760576,18.5,Sunday,oui
LA FOLIE DES GRANDEURS,2023-04-09,France 2,FRANCE,3.7375,19.9,Sunday,oui
A COUTEAUX TIRES,2023-04-02,France 2,ETATS UNIS,3.565,18.7,Sunday,non
JACK REACHER : NEVER GO BACK,2023-01-22,France 2,ETATS UNIS,3.5075,16.8,Sunday,non
LA FILLE AU BRACELET,2023-12-04,France 3,FRANCE / BELGIQUE,2.702914,12.2,Monday,non
QUI M'AIME ME SUIVE,2023-01-09,France 3,FRANCE,2.7025,12.0,Monday,non
L'ENQUETE CORSE,2023-02-20,France 3,FRANCE,2.3575,10.6,Monday,oui
MES HEROS,2023-03-27,France 3,FRANCE,2.2425,9.1,Monday,non
LA FRENCH,2023-01-16,France 3,FRANCE / BELGIQUE,2.1275,10.2,Monday,non
LA VACHE,2023-12-11,France 3,FRANCE / MAROC,2.115324,10.0,Monday,non
LA SOUPE AUX CHOUX,2023-10-23,France 3,FRANCE,2.115324,8.8,Monday,oui
LE MUR DE L'ATLANTIQUE,2023-06-05,France 3,FRANCE,2.073,10.0,Monday,non
LE FILS DE JEAN,2023-02-27,France 3,FRANCE / CANADA,2.07,9.3,Monday,non
LA GLOIRE DE MON PERE,2023-12-28,France 3,FRANCE,2.056565,10.2,Thursday,oui
ADIEU POULET,2023-10-20,France 5,FRANCE,1.527734,6.8,Friday,non
L'HORLOGER DE SAINT-PAUL,2023-02-03,France 5,FRANCE,1.265,6.3,Friday,non
RIENS DU TOUT,2023-01-06,France 5,FRANCE,1.15,5.4,Friday,non
LE CERCLE ROUGE,2023-06-30,France 5,FRANCE,1.145,7.0,Friday,non
LA GUERRE DES POLICES,2023-07-21,France 5,FRANCE,1.126,7.0,Friday,oui
LES SENTIMENTS,2023-01-27,France 5,FRANCE,1.0925,5.4,Friday,non
LA LISTE DE SCHINDLER,2023-09-22,France 5,ETATS UNIS,1.057662,6.5,Friday,non
GLORIA MUNDI,2023-03-10,France 5,FRANCE / ITALIE,1.035,5.2,Friday,non
DANSE AVEC LES LOUPS,2023-12-22,France 5,ETATS UNIS,0.998903,5.5,Friday,non
GARDE A VUE,2023-11-17,France 5,FRANCE,0.998903,4.6,Friday,non
POURRIS GATES,2023-07-30,TF1,FRANCE,5.773,31.6,Sunday,oui
UN HOMME EN COLERE,2023-11-12,TF1,GRANDE BRETAGNE,5.523346,26.3,Sunday,non
ALIBI.COM,2023-02-12,TF1,FRANCE,5.29,25.3,Sunday,oui
L'APPEL DE LA FORET,2023-01-01,TF1,ETATS UNIS,5.2325,24.4,Sunday,oui
ASTERIX ET OBELIX : MISSION CLEOPATRE,2023-01-30,TF1,FRANCE,5.2325,24.1,Monday,non
ALINE,2023-11-05,TF1,FRANCE / CANADA,5.053274,25.2,Sunday,oui
LES TUCHE 4,2023-12-03,TF1,FRANCE,4.876997,22.5,Sunday,non
INTOUCHABLES,2023-09-03,TF1,FRANCE,4.70072,24.9,Sunday,oui
BELLE FILLE,2023-03-05,TF1,FRANCE,4.6575,23.4,Sunday,non
EN EAUX TROUBLES,2023-08-06,TF1,ETATS UNIS,4.583202,25.6,Sunday,oui
LA 7EME COMPAGNIE AU CLAIR DE LUNE,2023-02-01,TMC,FRANCE,1.38,6.9,Wednesday,non
MAIS OU EST DONC PASSEE LA 7EME COMPAGNIE ?,2023-01-18,TMC,FRANCE / ITALIE,1.38,6.9,Wednesday,non
ON A RETROUVE LA 7EME COMPAGNIE,2023-01-25,TMC,FRANCE,1.38,6.7,Wednesday,non
CAPTAIN AMERICA : FIRST AVENGER,2023-02-20,TMC,ETATS UNIS,1.3225,6.7,Monday,oui
L'OPERATION CORNED BEEF,2023-08-03,TMC,FRANCE,1.292698,7.5,Thursday,oui
AVENGERS : ENDGAME,2023-04-24,TMC,ETATS UNIS,1.265,7.2,Monday,oui
IRON MAN 3,2023-04-17,TMC,ETATS UNIS,1.265,6.9,Monday,oui
INDEPENDENCE DAY,2023-05-01,TMC,ETATS UNIS,1.233939,6.9,Monday,non
THOR : LE MONDE DES TENEBRES,2023-10-30,TMC,GRANDE BRETAGNE / ETATS UNIS,1.233939,6.0,Monday,oui
LE JOUR D'APRES,2023-02-09,TMC,ETATS UNIS,1.2075,7.1,Thursday,oui
POURRIS GATES,2023-12-26,TFX,FRANCE,1.233939,5.9,Tuesday,oui
THE MASK,2023-05-03,TFX,ETATS UNIS,1.17518,5.5,Wednesday,non
SALES GOSSES,2023-08-08,TFX,FRANCE,1.116421,6.2,Tuesday,oui
JURASSIC WORLD,2023-04-30,TFX,ETATS UNIS,0.9775,5.0,Sunday,non
LE RETOUR DU JEDI,2023-11-23,TFX,ETATS UNIS,0.940144,5.0,Thursday,non
SPIDER-MAN,2023-03-21,TFX,ETATS UNIS,0.92,4.3,Tuesday,non
GEOSTORM,2023-11-05,TFX,GRANDE BRETAGNE,0.881385,4.1,Sunday,oui
TERRIBLE JUNGLE,2023-07-11,TFX,FRANCE,0.852,4.7,Tuesday,oui
ROBIN DES BOIS,2023-11-02,TFX,GRANDE BRETAGNE,0.822626,4.3,Thursday,oui
LE MAITRE D'ECOLE,2023-12-27,TFX,FRANCE,0.822626,4.1,Wednesday,oui
EQUALIZER 2,2023-10-16,TF1 Séries Films,ETATS UNIS,0.998903,4.8,Monday,non
L'ARME FATALE 4,2023-03-30,TF1 Séries Films,ETATS UNIS,0.92,4.6,Thursday,non
L'ARME FATALE,2023-03-09,TF1 Séries Films,ETATS UNIS,0.8625,4.4,Thursday,non
L'ARME FATALE 3,2023-03-23,TF1 Séries Films,ETATS UNIS,0.8625,4.3,Thursday,non
L'ARME FATALE 2,2023-03-16,TF1 Séries Films,ETATS UNIS,0.8625,4.1,Thursday,non
ELYSIUM,2023-12-07,TF1 Séries Films,ETATS UNIS,0.822626,4.0,Thursday,non
LEFUGITIF,2023-06-26,TF1 Séries Films,ETATS UNIS,0.816,4.5,Monday,non
LE CHACAL,2023-04-06,TF1 Séries Films,ETATS UNIS,0.805,4.0,Thursday,non
READY PLAYER ONE,2023-01-03,TF1 Séries Films,GRANDE BRETAGNE,0.805,4.0,Tuesday,non
"MOI, MOCHE ET MECHANT",2023-04-27,TF1 Séries Films,ETATS UNIS,0.7475,3.9,Thursday,non
30 JOURS MAX,2023-10-26,M6,FRANCE,3.819335,18.0,Thursday,oui
"ENCANTO, LA FANTASTIQUE FAMILLE MADRIGAL",2023-11-03,M6,ETATS UNIS,3.408022,16.1,Friday,oui
KAAMELOTT : PREMIER VOLET,2023-10-19,M6,FRANCE,2.996709,15.8,Thursday,non
CRUELLA,2023-08-31,M6,ETATS UNIS,2.879191,16.6,Thursday,oui
BODIN'S EN THAILANDE (LES),2023-09-22,M6,FRANCE,2.702914,13.4,Friday,non
"VAIANA, LA LEGENDE DU BOUT DU MONDE",2023-02-10,M6,ETATS UNIS,2.53,12.5,Friday,oui
JUNGLE CRUISE,2023-06-09,M6,ETATS UNIS,2.481,14.7,Friday,non
OSS 117 : ALERTE ROUGE EN AFRIQUE NOIRE,2023-10-12,M6,FRANCE,2.467878,13.8,Thursday,non
"MISSION : IMPOSSIBLE, FALLOUT",2023-07-06,M6,ETATS UNIS,2.418,15.0,Thursday,non
ALADDIN,2023-02-17,M6,ETATS UNIS,2.415,14.0,Friday,oui
SISTER ACT,2023-05-08,W9,ETATS UNIS,1.351457,6.1,Monday,non
LA CHUTE DE LONDRES,2023-01-30,W9,GRANDE BRETAGNE / ETATS UNIS,1.3225,5.8,Monday,non
JUNGLE CRUISE,2023-12-27,W9,ETATS UNIS,1.292698,6.9,Wednesday,oui
LES AVENTURIERS DE L'ARCHE PERDUE,2023-11-06,W9,ETATS UNIS,1.292698,5.9,Monday,oui
EVASION,2023-12-04,W9,ETATS UNIS,1.233939,5.9,Monday,non
INDIANA JONES ET LA DERNIERE CROISADE,2023-11-20,W9,ETATS UNIS,1.233939,5.5,Monday,non
MON GARCON,2023-03-12,W9,FRANCE,1.2075,6.0,Sunday,non
LA PROPOSITION,2023-01-12,W9,ETATS UNIS,1.2075,5.9,Thursday,non
DEADPOOL,2023-04-03,W9,ETATS UNIS,1.2075,5.8,Monday,non
RED 2,2023-10-09,W9,ETATS UNIS,1.17518,5.5,Monday,non
VOLCANO,2023-07-04,6ter,ETATS UNIS,0.9,4.7,Tuesday,non
CROCODILE DUNDEE,2023-06-14,6ter,AUSTRALIE,0.859,4.5,Wednesday,non
GHOST RIDER,2023-11-29,6ter,ETATS UNIS,0.822626,4.1,Wednesday,non
CENDRILLON,2023-10-25,6ter,GRANDE BRETAGNE,0.822626,3.6,Wednesday,oui
CROCODILE DUNDEE 2,2023-06-21,6ter,AUSTRALIE,0.764,4.4,Wednesday,non
DES HOMMES D'HONNEUR,2023-10-17,6ter,ETATS UNIS,0.763867,3.8,Tuesday,non
BEAUX-PARENTS,2023-10-18,6ter,FRANCE,0.763867,3.4,Wednesday,non
MARY A TOUT PRIX,2023-04-25,6ter,ETATS UNIS,0.7475,3.5,Tuesday,non
TRANSFORMERS : L'AGE DE L'EXTINCTION,2023-06-04,6ter,ETATS UNIS,0.707,4.5,Sunday,non
LE FLIC DE BEVERLY HILLS 2,2023-09-20,6ter,ETATS UNIS,0.705108,3.2,Wednesday,non
QUI VEUT LA PEAU DE ROGER RABBIT ?,2023-12-01,Gulli,ETATS UNIS,0.940144,4.5,Friday,non
LA PAT' PATROUILLE : LE FILM,2023-10-10,Gulli,ETATS UNIS,0.705108,3.3,Tuesday,non
MATILDA,2023-01-20,Gulli,ETATS UNIS,0.69,3.5,Friday,non
LES TROLLS 2 TOURNEE MONDIALE,2023-10-26,Gulli,ETATS UNIS,0.646349,3.0,Thursday,oui
HOTEL TRANSYLVANIE 2,2023-10-31,Gulli,ETATS UNIS,0.646349,2.9,Tuesday,oui
"SHREK 4, IL ETAIT UNE FIN",2023-03-17,Gulli,ETATS UNIS,0.6325,2.9,Friday,non
BUMBLEBEE,2023-12-29,Gulli,ETATS UNIS,0.58759,3.1,Friday,oui
CROCODILE DUNDEE 2,2023-11-17,Gulli,AUSTRALIE,0.58759,2.8,Friday,non
ZOOTOPIE,2023-06-23,Gulli,ETATS UNIS,0.556,3.5,Friday,non
LA VERITE SI JE MENS ! 2,2023-12-10,Gulli,FRANCE,0.528831,2.7,Sunday,non
ASTERIX ET OBELIX: L'EMPIRE DU MILIEU,2023-09-15,Canal +,FRANCE,1.704011,8.5,Friday,non
ALIBI.COM 2,2023-09-22,Canal +,FRANCE,1.351457,6.3,Friday,non
SUPER MARIO BROS LE FILM,2023-10-20,Canal +,ETATS UNIS,1.116421,5.1,Friday,non
MENTEUR,2023-02-10,Canal +,FRANCE,0.9775,4.5,Friday,oui
NOVEMBRE,2023-04-07,Canal +,FRANCE,0.8625,4.2,Friday,non
LE PIRE VOISIN AU MONDE,2023-08-01,Canal +,SUEDE / ETATS UNIS,0.822626,4.8,Tuesday,oui
MISANTHROPE,2023-12-28,Canal +,ETATS UNIS,0.763867,3.8,Thursday,oui
LA VIE POUR DE VRAI,2023-12-25,Canal +,FRANCE / BELGIQUE,0.705108,3.8,Monday,oui
DONJONS ET DRAGONS: L'HONNEUR DES VOLEURS,2023-10-13,Canal +,ETATS UNIS,0.705108,3.7,Friday,non
LES PETITES VICTOIRES,2023-12-26,Canal +,FRANCE,0.705108,3.3,Tuesday,oui
LE MARGINAL,2023-05-21,C8,FRANCE,1.057662,5.3,Sunday,non
MARIAGE CHEZ LES BODIN'S,2023-02-09,C8,FRANCE,0.92,4.7,Thursday,oui
LA FUREUR DU DRAGON,2023-04-20,C8,HONG KONG,0.92,4.3,Thursday,oui
LE VIEUX FUSIL,2023-11-19,C8,FRANCE,0.881385,4.1,Sunday,non
APPALOOSA,2023-03-14,C8,ETATS UNIS,0.8625,4.2,Tuesday,non
LE PETIT BAIGNEUR,2023-02-05,C8,FRANCE,0.8625,4.1,Sunday,oui
DOS AU MUR,2023-08-29,C8,ETATS UNIS,0.822626,4.1,Tuesday,oui
L'ALPAGUEUR,2023-05-14,C8,FRANCE,0.822626,3.8,Sunday,non
IBIZA,2023-09-10,C8,FRANCE,0.822626,3.8,Sunday,non
TOUCHEZ PAS AU GRISBI,2023-11-12,C8,FRANCE / ITALIE,0.822626,3.7,Sunday,non
"MISSION : IMPOSSIBLE, ROGUE NATION",2023-11-22,CStar,ETATS UNIS,0.881385,4.4,Wednesday,non
TERMINATOR : GENISYS,2023-09-06,CStar,ETATS UNIS,0.58759,3.1,Wednesday,non
THE CIRCLE,2023-04-19,CStar,ETATS UNIS,0.575,2.9,Wednesday,oui
DOUBLE DETENTE,2023-05-31,CStar,ETATS UNIS,0.528831,2.7,Wednesday,non
BASTILLE DAY,2023-12-06,CStar,GRANDE BRETAGNE / FRANCE,0.528831,2.4,Wednesday,non
FORCES SPECIALES,2023-05-17,CStar,FRANCE,0.528831,2.3,Wednesday,non
CLIFFHANGER,2023-03-22,CStar,ETATS UNIS,0.5175,2.4,Wednesday,non
THE LOST CITY OF Z,2023-06-28,CStar,ETATS UNIS,0.513,3.1,Wednesday,non
VOL 93,2023-09-13,CStar,GRANDE BRETAGNE,0.470072,2.5,Wednesday,non
U-571,2023-11-29,CStar,ETATS UNIS,0.470072,2.3,Wednesday,non
JOHN WICK,2023-03-29,NRJ12,ETATS UNIS,1.2075,5.6,Wednesday,non
HOMEFRONT,2023-05-24,NRJ12,ETATS UNIS,0.881385,4.4,Wednesday,non
REAL STEEL,2023-04-18,NRJ12,ETATS UNIS,0.805,3.7,Tuesday,oui
LES RANDONNEURS,2023-08-01,NRJ12,FRANCE,0.763867,4.3,Tuesday,oui
GHOST IN THE SHELL,2023-05-31,NRJ12,ETATS UNIS,0.705108,3.5,Wednesday,non
MARSEILLE,2023-07-25,NRJ12,ALLEMAGNE,0.705,3.9,Tuesday,oui
THE WAVE,2023-03-21,NRJ12,NORVEGE,0.69,3.3,Tuesday,non
SAFE,2023-03-22,NRJ12,ETATS UNIS,0.69,3.0,Wednesday,non
LE NOUVEAU PROTOCOLE,2023-08-22,NRJ12,FRANCE,0.646349,3.9,Tuesday,oui
JASON BOURNE : L'HERITAGE,2023-11-07,NRJ12,ETATS UNIS,0.646349,3.3,Tuesday,non
LES SAVEURS DU PALAIS,2023-08-03,Chérie 25,FRANCE,0.705108,3.9,Thursday,oui
LES PLEINS POUVOIRS,2023-04-06,Chérie 25,ETATS UNIS,0.69,3.6,Thursday,non
LA FAILLE,2023-10-26,Chérie 25,ETATS UNIS,0.646349,3.3,Thursday,oui
MISS DETECTIVE,2023-04-13,Chérie 25,ETATS UNIS,0.6325,2.8,Thursday,oui
IMOGENE MCCARTHERY,2023-05-04,Chérie 25,FRANCE,0.58759,2.8,Thursday,non
SPY GAME,2023-10-12,Chérie 25,GRANDE BRETAGNE,0.528831,3.1,Thursday,non
MYSTIC RIVER,2023-12-07,Chérie 25,ETATS UNIS,0.528831,2.8,Thursday,non
VOUS AVEZ UN MESSAGE,2023-04-27,Chérie 25,ETATS UNIS,0.5175,2.9,Thursday,non
LA COULEUR DES SENTIMENTS,2023-06-16,Chérie 25,ETATS UNIS,0.502,3.1,Friday,non
LA TOTALE,2023-08-10,Chérie 25,FRANCE,0.470072,2.7,Thursday,oui
POTICHE,2023-10-22,Arte,FRANCE / BELGIQUE,2.174083,9.5,Sunday,oui
"125, RUE MONTMARTRE",2023-01-16,Arte,FRANCE,1.84,7.8,Monday,non
PENDEZ-LES HAUT ET COURT,2023-06-11,Arte,ETATS UNIS,1.821529,9.5,Sunday,non
THE PLEDGE,2023-01-29,Arte,ETATS UNIS,1.7825,8.2,Sunday,non
UN AMOUR IMPOSSIBLE,2023-10-11,Arte,FRANCE,1.76277,9.0,Wednesday,non
L'AFFAIRE PELICAN,2023-01-08,Arte,ETATS UNIS,1.5525,7.5,Sunday,non
TROIS JOURS ET UNE VIE,2023-03-22,Arte,FRANCE / BELGIQUE,1.495,6.7,Wednesday,non
UN DROLE DE PAROISSIEN,2023-03-13,Arte,FRANCE,1.495,6.7,Monday,non
LA GRANDE LESSIVE,2023-08-09,Arte,FRANCE,1.468975,7.8,Wednesday,oui
LES 2 ALFRED,2023-05-10,Arte,FRANCE,1.468975,6.7,Wednesday,non
